profile_id,condition,gender,age_band,race,education,income,party
synthetic_5693,Measurement & modeling (2),Male,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_5694,Portrait Prof. Cherry,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_5695,High public trust,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_5696,Former skeptics,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_5697,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_5698,Oil industry misinformation,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_5699,control,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5700,Consensus,Female,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat
synthetic_5701,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_5702,Funding,Male,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_5703,Portrait Prof. Cherry,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_5704,Measurement & modeling (1),Male,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_5705,Social justice,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_5706,Extreme weather predictions,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5707,Extreme weather predictions,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_5708,Scientist community helpers,Male,60+,Other,Less than high school,"$30,000 to $55,999",Republican
synthetic_5709,Scientist community helpers,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_5710,High public trust,Female,18-29,Black / African American,Less than high school,"Less than $30,000",Democrat
synthetic_5711,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_5712,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican
synthetic_5713,Interview Prof. Sebille,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_5714,Scientist community helpers,Male,60+,Hispanic / Latino,Less than high school,"$168,000 or more",Republican
synthetic_5715,Consensus,Male,45-59,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_5716,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_5717,Scientist community helpers,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_5718,High public trust,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_5719,Corporate reliance,Female,18-29,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_5720,Measurement & modeling (2),Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_5721,Corporate reliance,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_5722,Funding,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_5723,Model accuracy,Female,60+,Other,Bachelor's degree,"Less than $30,000",Independent
synthetic_5724,Extreme weather predictions,Female,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Independent
synthetic_5725,Consensus,Male,45-59,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_5726,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_5727,Corporate reliance,Male,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_5728,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_5729,Peer-review,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5730,Former skeptics,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Other
synthetic_5731,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_5732,Measurement & modeling (2),Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_5733,Interview Prof. Sebille,Female,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_5734,Portrait Prof. Cherry,Female,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_5735,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5736,Funding,Male,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_5737,Former skeptics,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_5738,Social justice,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_5739,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_5740,Former skeptics,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_5741,Measurement & modeling (2),Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_5742,Social justice,Female,60+,Black / African American,Less than high school,"$56,000 to $99,999",Independent
synthetic_5743,control,Female,60+,Black / African American,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_5744,Measurement & modeling (1),Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_5745,Portrait Prof. Cherry,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_5746,Extreme weather predictions,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_5747,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_5748,Extreme weather predictions,Female,60+,Other,High school diploma / GED,"$168,000 or more",Democrat
synthetic_5749,High public trust,Female,45-59,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Other
synthetic_5750,Funding,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_5751,Measurement & modeling (2),Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat
synthetic_5752,Oil industry misinformation,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_5753,Interview Prof. Maraun,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_5754,Portrait Prof. Cherry,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_5755,Social justice,Female,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat
synthetic_5756,Consensus,Female,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other
synthetic_5757,High public trust,Female,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Independent
synthetic_5758,control,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_5759,Scientist community helpers,Male,18-29,Other,Doctorate degree / Ph.D.,"$168,000 or more",Democrat
synthetic_5760,control,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_5761,Interview Prof. Sebille,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_5762,Oil industry misinformation,Other,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_5763,Consensus,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Independent
synthetic_5764,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_5765,Social justice,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_5766,Funding,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_5767,Extreme weather predictions,Other,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_5768,Interview Prof. Maraun,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_5769,Former skeptics,Female,30-44,Black / African American,Less than high school,"$100,000 to $167,999",Independent
synthetic_5770,Scientist community helpers,Male,45-59,Hispanic / Latino,Less than high school,"Less than $30,000",Independent
synthetic_5771,Oil industry misinformation,Female,45-59,White / Caucasian,Less than high school,"$168,000 or more",Democrat
synthetic_5772,Interview Prof. Sebille,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_5773,High public trust,Male,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent
synthetic_5774,High public trust,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_5775,Corporate reliance,Male,45-59,Other,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_5776,control,Male,45-59,Other,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_5777,Measurement & modeling (2),Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_5778,Measurement & modeling (2),Male,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat
synthetic_5779,Interview Prof. Sebille,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_5780,Corporate reliance,Female,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_5781,Corporate reliance,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_5782,Former skeptics,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_5783,Measurement & modeling (1),Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_5784,Consensus,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_5785,Measurement & modeling (2),Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Other
synthetic_5786,control,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_5787,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5788,Funding,Female,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_5789,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_5790,Portrait Prof. Cherry,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_5791,Measurement & modeling (1),Male,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_5792,Extreme weather predictions,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Other
synthetic_5793,Consensus,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_5794,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_5795,Measurement & modeling (2),Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_5796,Funding,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_5797,control,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_5798,Interview Prof. Maraun,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_5799,Interview Prof. Maraun,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_5800,Extreme weather predictions,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_5801,High public trust,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Other
synthetic_5802,Interview Prof. Sebille,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_5803,Measurement & modeling (1),Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_5804,Peer-review,Female,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_5805,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
